tweet_id,tweet_id.1,screen_name,time_posted,content,flagged,ari
1160,16,teehattt,2018-05-16 14:53:49,Jaclyn and Jon really are divorcing 😱😱😱,0,0
1079,35,beast94,2018-05-05 10:36:34,Who has a venue that l can rent out? HMU with info,0,0
358,809,McProvolone,2019-08-24 06:59:00,"@TheSphereHunter That’s me hugging the walls in an isometric shooter, looking for secrets!😂",1,0
1266,15,AliyahRenee_,2018-06-04 08:54:38,Let me stop before my best friend sees this and we end up at the dealership. 🤦🏾‍♀️,0,0
158,173,wobm,2018-03-29 05:25:00,"Unknown males reportedly threaten to ""shoot up"" Clark Mills School in Manalapan:
Manalapan Police are investigating social media threats made against Clark Mills Elementary
School over the last week. Continue reading… https://t.co/96Zc1fgbrD
https://t.co/TG6l2z28NZ",1,0
822,16,WBAY,2018-01-22 18:13:16,"As expected, untreated surfaces are turning VERY SLIPPERY. Use caution on the roads and by foot!   #wiwx",0,0
10,10,MayraWestAf,2017-12-12 18:00:00,"Nolen is about to give me a heart attack man he will not let me finish this exam I'm
gonna have a mental breakdown",1,0
351,802,teresa82360646,2019-08-22 22:55:00,@Ilhan Antifa is domestic terrorism!!!,1,0
1107,63,beast94,2018-04-06 22:19:52,Ball till l fall!!,0,0
281,732,KingHusamE,2019-07-24 02:23:00,@anarchist_black @IamJacism @D4MURE They set her up to get raped apparently,1,1
1288,17,SOSA_CB_,2018-06-05 14:17:19,@jfd770 @crayyyyyg @JoyfulRebelFilm @johanbakerr @plains__ @WhatGattusoMad @Reflog_18 @stephenasmith @maxkellerman Even Kevin Love has finesse moves to score inside especially on bell and looney are y’all watching the games? Do y’all know your PERSONNEL? Or do you go by media and inflated stats when they’re already down 13+?,0,0
477,40,SchnaubertM,2018-03-17 06:50:03,"@PatriotByGod Get rid of shep Smith, he would fit in at cnn and take Juan Williams w you",0,0
244,289,KSmith40654773,2018-06-12 04:41:00,"@MissMishaSays @Reuters Well, Jeff Sessions has just set the bar impossibly high to
seek asylum now and yes it does affect me. Every day I read a story about how a refugee has raped
someone, committed a crime.. My family bled for this country. Let those people bleed for theirs.",1,0
762,11,WGXAnews,2018-01-16 05:47:44,Danish man charged with killing reporter on his submarine  https://t.co/B9vII4SpG5,0,0
1173,0,yungmasedgod,2018-04-20 16:23:05,"if i were to be speeding going 65 mph on a 55 mph road and i got a ticket for going 10 over, and 2 months later the speed limit is changed to 65 mph, should i be refunded my ticket from 2 months ago? no, because that doesn’t change what the law was 2 months ago  https://t.co/CfxJT7qmCR",0,0
1031,5,jeffrey_poe,2018-02-20 21:19:05,@JRuiz2444 Also I’m not defending the mavs cause obviously shit went down that needs to be addressed quickly but don’t be hypocritical cause everyone knows Kobe raped a girl and paid her to be quiet. But I guess as long as you can put a ball through a hoop it’s okay.,0,0
1098,54,beast94,2018-04-20 05:02:10,#KOD 🔥🔥🔥🔥,0,0
650,7,ReginaldDerrett,2017-12-17 15:25:31, https://t.co/Tks57Xjk8k,0,0
592,70,MayraWestAf,2018-04-05 21:59:08,Omg 😩😂  https://t.co/3cT8u7g0C3,0,0
370,821,Jenniarzatee,2019-08-25 20:50:00,Sadness’s can really kill you,1,0
800,9,ChipChilders33,2018-01-13 11:05:21,@TheNewErikT93 Sorry bud 🤷🏼‍♀️,0,0
528,6,MayraWestAf,2018-04-12 01:08:24,Homework sucks,0,0
811,5,WBAY,2018-01-23 07:11:33,Check your bank account! A local corporation was hacked. The hackers stole a lot of money:  https://t.co/cFjzmdgeZL,0,0
1277,6,SOSA_CB_,2018-06-05 14:49:11,@jfd770 @crayyyyyg @JoyfulRebelFilm @johanbakerr @plains__ @WhatGattusoMad @Reflog_18 @stephenasmith @maxkellerman Hell yeaa I seen an article that says he watches his Utah videos to remind him he used to be good,0,0
926,13,Kimberly69_,2018-01-26 17:31:57,Chinese food &gt;&gt;&gt;,0,0
1226,5,vja3000,2018-05-24 12:30:29,"@TIME Let's face it, Liberal Democrats have controlled the school system for decades, eliminating any sort of firearms safety from their curriculum, including @nra's Eddie Eagle program. You want to fix the schools in this country, get @TheDemocrats out of it altogether...",0,0
660,17,ReginaldDerrett,2017-12-14 23:20:08, https://t.co/LgB8bfJRuN:,0,0
393,844,ttime72,2019-08-30 21:37:00,@FuckTaj U gonna walk in the arena and ima be looking like this. That’s how u know u gonna instantly lose. I’ll be like hold on babe I gotta burn this fool https://t.co/tSvGCQD7HL,1,0
1070,26,beast94,2018-05-06 18:24:58,@JakillErrything @KingDinguhLing_ @JJThaBearr 😂  https://t.co/ziIsZ9pDAG,0,0
508,71,SchnaubertM,2018-03-16 04:15:43,"@SALisner @realDonaldTrump @POTUS Are you calling me a bot, that’s a first usually I’m called way worse than that, I guess your a demaroid",0,0
419,870,ihoop__24,2019-09-19 01:02:00,😭 i used to be stephen when it came to shooting these 💯 https://t.co/H7rKOuZ9SB,1,0
967,35,Destiiny03,2018-04-24 18:15:53,This is me... Incase y’all were wondering.  https://t.co/QH8dCMffJP,0,0
710,48,ABQJournal,2017-12-20 19:27:42,APD: Man robs Cash Store after being denied loan  https://t.co/9VIoSYFUAr  https://t.co/py8rw5UjfM,0,0
815,9,WBAY,2018-01-23 03:20:29,"It's #OscarNoms Day! This morning, we will find out what actors, actresses and movies are up for the golden statue. Follow @JordanWBAY for live updates.  https://t.co/6UQt5KswHo",0,0
8,8,SchnaubertM,2017-12-12 11:31:00,"@petehudson101 Man he needs his ass kicked! No respect, he’s one of the worst that
reports FAKE NEWS",1,0
517,0,_gracielee_,2017-12-14 19:52:45,@t_reeev999  why’s this me 100%.?  https://t.co/9nm1kxtTKa,0,0
734,3,kbreed89,2018-01-09 19:31:34,“Araby” by James Joyce “‘All work and no play@makes Jack a dull boy.’” (114),0,0
968,36,Destiiny03,2018-04-24 18:13:45,Ok this is scary accurate...  https://t.co/cfgfjfXd4e,0,0
1004,72,Destiiny03,2018-04-17 10:40:16,I literally cried bc this is so beautiful😭  https://t.co/7AyfPJrMrl,0,0
623,101,MayraWestAf,2018-04-04 06:41:54,I got called this the other day and loved every minute of it 😂  https://t.co/ms2CIc9o0a,0,0
1030,4,jeffrey_poe,2018-02-21 13:49:59,@jcb1_   https://t.co/KkEp5BL6Cf,0,0
294,745,valkyries_queen,2019-07-28 00:33:00,I’m gonna kill my dad,1,1
1005,73,Destiiny03,2018-04-17 08:35:32,"@nina_v810 Let ppl think what they want boo, you’re a queen !",0,0
931,4,Kiiirsten_C,2018-01-26 22:13:26,I’ve been in such a weird mood the last couple of days,0,0
1164,0,JRuiz2444,2018-04-04 00:08:06,@jcb1_ @jeffrey_poe I’m gonna have nightmares #24,0,0
1179,6,yungmasedgod,2018-04-20 12:20:12,i been seeing a lotta mid on my stories today,0,0
1007,75,Destiiny03,2018-04-16 17:41:52,Don’t make plans with me if you’re not gonna follow through with them🤷🏽‍♀️,0,0
1260,9,AliyahRenee_,2018-06-04 15:29:55,Me and my man be fake arguing and the neighbors are probably concerned.,0,0
1151,7,teehattt,2018-05-19 16:18:46,Everything is moved in 🙌🏼 now just to unpack!!,0,0
1087,43,beast94,2018-05-02 19:06:15,Come to LA!!!💜💛💜💛  https://t.co/UBYGPod3bO,0,0
232,273,kitfreedom,2018-06-01 23:42:00,@RaheemKassam @JohnBWellsCTM @SadiqKhan Pull a knife meet a bullet!,1,1
0,0,Cpt_Martinez,2017-12-08 10:27:00,"You have gotta be the dumbest Bitch I know and I hardly ever call a girl bitch but you
are one so ya.",1,0
535,13,MayraWestAf,2018-04-11 12:28:47,Takes first bite of food* “I’m going to cum” 😂😂😂,0,0
1214,3,SheriffRicStaly,2018-05-11 04:01:01,Flagler County Sheriff's Office is looking for Michael Griffin. Anyone with information is asked to call Crime Stoppers 1-888-277-TIPS (8477) or email TIPS@flaglersheriff.com  https://t.co/dtE1UOlu1o,0,0
848,42,WBAY,2018-01-19 19:43:13,"State health officials ask Jimmy John's to take sprouts off the menu, advises customers not to order sprouts on sandwiches, after illnesses in 3 states:  https://t.co/hmQToTojv6",0,0
236,279,littleponcho66,2018-06-04 14:28:00,"@YahooNews He’s always been shameless. I mean this a man that raped Juanita
Broderick and Kathleen Wiley.",1,0
1280,9,SOSA_CB_,2018-06-05 14:39:57,"@jfd770 @crayyyyyg @JoyfulRebelFilm @johanbakerr @plains__ @WhatGattusoMad @Reflog_18 @stephenasmith @maxkellerman He Lue is the “coach”, but forgot he had a timeout in game 1.... Lebron is the real coach.... did you see the interview where he said MY PLAYERS then switched it to MY TEAMMATES 😂😂",0,0
889,3,NickieBryar,2018-01-24 14:35:17,@hitRECordJoe Always eat the dessert.,0,0
176,199,yungmasedgod,2018-04-15 16:25:00,"all i saw was y’all talking some mad shit about giannis and y’all didn’t tell me he
dropped 35/13/7 on 50+% shooting",1,0
578,56,MayraWestAf,2018-04-07 01:13:28,Bitch get the fuck off me,0,0
438,1,SchnaubertM,2018-03-18 08:52:54,@mschlapp F John brennen,0,0
49,49,TheNewErikT93,2017-12-20 19:13:00,"Havent gone shooting my gun in a grip. Been too cold. Need to get drunk 1st so I'll be
warm",1,0
1060,16,beast94,2018-05-15 05:14:47,#Facts  https://t.co/c0vKKdFIuX,0,0
34,34,KUNMnews,2017-12-19 10:04:00,"Student In Hobbs High School Shooting Hoax May Face Charges, Pam Grier To Appear
At NM Film Fest https://t.co/sUyUK1myho",1,0
291,742,msksq,2019-07-27 01:00:00,"I will take your baby! And I won't say your name, we can keep it 100% quiet, and people will know we adopted from a loving individual that wanted a great home for their baby! 

Being arrested for neglect of a 4... https://t.co/aZ9Cy5gY4O",1,0
542,20,MayraWestAf,2018-04-10 22:32:52,Elijah always laughs at me when I cry and I cry a lot,0,0
657,14,ReginaldDerrett,2017-12-15 22:59:55, https://t.co/slEwxsER8F,0,0
276,727,_ericuhh_,2019-07-21 18:14:00,"@reklawykS_riS Right? They threatened to tow me from my own spot lol 

The thing is I’m such a “it’s no big deal” type that if they never threatened me I probably wouldn’t have towed them considering they maybe just needed a spot and I don’t use it constantly lol",1,0
1235,14,vja3000,2018-05-24 10:06:57,"@nprpolitics And you know what? A lot of Americans have already asked that same question...WHY ARE YOU HERE if you don't like this country? That flag and that anthem represent this country &amp; disrespecting either simply means straight up, you aren't down with all that...",0,0
687,25,ABQJournal,2017-12-22 17:55:54,Sports can 'change your life': Northern New Mexican named athletic director at University of Texas  https://t.co/qLXdd8hMYa  https://t.co/KLmYuDcasS,0,0
983,51,Destiiny03,2018-04-21 22:05:32,I just woke up from a 5 hour nap.... so much for doing homework.,0,0
629,107,MayraWestAf,2018-04-03 21:31:08,One of my family members said “why is Mayra so happy about graduating from a junior college?” Bitch because I’m the first Segovia to graduate college so fuck you,0,0
1263,12,AliyahRenee_,2018-06-04 13:55:42,"The illiteracy, bad parenting, racist comments, ratchetness..... I’m over it.",0,0
274,725,kaylapbaker,2019-07-20 00:59:00,if anyone has some deep evil revenge plot to kill me/get me killed then PLEASE HURRY UP WITH IT ALREADY,1,0
205,237,beast94,2018-05-18 20:23:00,Yo a lot of ppl is about to be hot at me but Steph Curry is not the best shooter ever!,1,0
1039,3,Taylorl1219,2018-03-09 18:55:05,15-3😐 *changes channel to tech game,0,0
948,16,Destiiny03,2018-04-29 11:18:53,@__erinicole17 Wow!!! Really??? YOU REAL AF!😭💓,0,0
950,18,Destiiny03,2018-04-28 20:19:08,I don’t wanna brag ..... but I’ll be ... the best you ever had!,0,0
938,6,Destiiny03,2018-04-30 17:46:30,@nina_v810 @Stayclasssyyy I don’t even eat out that often chill,0,0
14,14,DonovanOrosco,2017-12-13 09:25:00,@brendah_x @aleighza_ I was shooting for the mcgregor voice but ratchet works too,1,0
1313,2,Dansoffthewall,2018-06-10 09:05:00,"And I HAVE NOT IDEA WHY?!?!?!!!!!!!!!!!! But I love you, and I always will.",0,0
914,1,Kimberly69_,2018-01-31 04:58:46,They couldn't even find a vain to put IV,0,0
945,13,Destiiny03,2018-04-30 08:03:20,Being called mamas&gt;&gt;&gt;&gt;,0,0
827,21,WBAY,2018-01-22 15:23:09,"House votes to fund government through Feb. 8. New link, slideshow:  https://t.co/5Ypzna4APz",0,0
440,3,SchnaubertM,2018-03-18 08:51:09,@AnnCoulter He’s got to get thru the 💩to get it funded doesn’t he,0,0
1245,4,antiquetrucker,2018-05-29 13:51:33,@thehuli Or the big beautiful wall,0,0
676,14,ABQJournal,2017-12-23 13:45:20,County rules in detention officer's case  https://t.co/nDuLGmovef  https://t.co/gaZHVAAzvy,0,0
181,206,kaytlovee1,2018-04-20 01:34:00,This girl has the nerve to say abortion ISN’T murder when she has a baby if her own,1,0
265,716,kswood43,2019-07-12 03:12:00,@KPRC2 She doesn’t want to get murdered.,1,0
109,109,MikeNitzel,2018-01-23 23:10:00,"The Kentucky school shooting is now the 12th story on the @CNN website.
#NewNormal",1,0
114,114,Chelss_Gauthier,2018-01-27 10:47:00,"I seriously stop have to stop cussing... McKenzie is talking now, I'll lose it of she drops
an F bomb...",1,0
516,79,SchnaubertM,2018-03-16 04:03:37,@santiamtwit @DropTha_Mic25 We can only hope they do the right thing,0,0
1205,14,DaddyRodge_,2018-04-25 16:01:39,"@ssseleste So 2014 Seleste, so 2014..",0,0
198,230,usw_xc,2018-05-13 09:57:00,"Selena Ornelas drops a bomb on her first throw and hits the A-Standard for Nationals
in the women’s Javelin! 40.80m Nice work lady! Now the real work begins! University of the
Southwest Track and Field/Cross Country #mustangsthrow @OrnelasSelena
https://t.co/z2OzaiWYx5",1,0
1194,3,DaddyRodge_,2018-04-26 11:02:10,Last RT straight facts.. lmao,0,0
1166,2,JRuiz2444,2018-04-03 22:34:53,@FabeBaezaS12 The spurs fucking suck,0,0
705,43,ABQJournal,2017-12-21 07:33:57,Buck scores 40 as UNM women swamp Lamar  https://t.co/tJA3X8DpiK  https://t.co/qw6QMex7KW,0,0
1252,1,AliyahRenee_,2018-06-07 10:09:54,Fr I’m so mad 🤣🤣🤣  https://t.co/op80abMPUK,0,0
913,0,Kimberly69_,2018-01-31 04:58:57,I was about to slap tf out these nurses,0,0
300,751,Houston_53,2019-07-30 01:20:00,"@LenaSpringer It’s not about guns, it’s about people. Could have been a car/truck mowing folks down... Could have been a bomb... Could have been a machete.",1,0
1114,70,beast94,2018-04-03 12:48:16,Let me go my way but walk with me see what l see watch me then talk with me,0,0
1036,0,Taylorl1219,2018-03-13 19:58:40,God I hope I don’t have twins,0,0
532,10,MayraWestAf,2018-04-11 15:17:02,I’m so late to work :)))))),0,0
270,721,shreyagupta_,2019-07-18 16:39:00,@pringledahiya I’m gonna kill u,1,1
894,8,NickieBryar,2018-01-23 13:08:21,"@ChristinePedi 23 days into the new year and we have already had 9 shootings on or near a school campus.  1/23 Marshall County High School, KY: 1 dead, 7 hospitalized 1/22 - Italy High School, TX: 16 yo boy shot 15 yo girl in school cafeteria with as many as 51 other kids around    1/2",0,0
625,103,MayraWestAf,2018-04-03 22:25:42,Omg I’m so dizzy and it’s so annoying,0,0
75,75,ShannonWGXA,2018-01-11 14:28:00,"NOW: A parent meeting at Rosa Taylor Elementary school to discuss the incident of a
student bringing a gun to schoo… https://t.co/5e1O0UWS80",1,0
76,76,MayraWestAf,2018-01-11 15:45:00,"The lady at the Medicaid office checked my purse ya know to see if I had a gun or a knife
and she saw that I had co… https://t.co/LmQBZAail8",1,0
394,845,LPDJNICK,2019-08-31 04:35:00,Fuck THE POLICE,1,0
447,10,SchnaubertM,2018-03-18 07:30:49,@MarkRocon They need to get what’s coming to them,0,0
1184,11,yungmasedgod,2018-04-20 11:46:43,@lip_lip57 that’s that texas flex,0,0
441,4,SchnaubertM,2018-03-18 07:49:53,@kwilli1046 They are getting scared,0,0
605,83,MayraWestAf,2018-04-04 20:35:50,Let’s appreciate my black hair pls  https://t.co/dfe6i0OxiW,0,0
203,235,mitszy_,2018-05-18 11:16:00,"@mynaomi05 but mile repeats on tuesday will kill you even more so don’t worry, we’ll
die together just to be district champs.",1,0
919,6,Kimberly69_,2018-01-26 20:13:22,Wtf am I doing wrong,0,0
1015,3,KaylaAnaleigh,2018-02-12 09:17:42,i miss tori so much 😩,0,0
901,5,MikeNitzel,2018-01-27 21:21:37,"Given a choice between nice and kind, I choose kind. Every time.",0,0
959,27,Destiiny03,2018-04-27 06:45:55,"You are able to move about freely now, released from the const... More for Leo  https://t.co/L4wFMW6XTz",0,0
1086,42,beast94,2018-05-02 19:08:10,I finally got a iPhone!💯👌🏿,0,0
1317,6,Dansoffthewall,2018-06-10 08:57:40,I cared about a bitch that didn’t give a fuck about me at all. And now I sit here everyday wondering if she’s okay while she probably doesn’t even think about me at all. Years of friendship don’t mean shit to people.,0,0
672,10,ABQJournal,2017-12-24 08:14:11,Body found in Four Hills area  https://t.co/O6F6wRXMx5  https://t.co/BKZa3ZsrqY,0,0
414,865,alliepaige8,2019-09-14 02:48:00,Had a customer come in bleeding through the back of his shirt because he was shot earlier today?? Like??,1,0
954,22,Destiiny03,2018-04-27 16:23:43,I just want a puppy so it can be my bestfriend!😭,0,0
204,236,vja3000,2018-05-18 17:12:00,"1st, let's give recognition to @TheDemocrats for their help in raising the kind of young
person that will do such things as shoot inside a school without any moral concerns. 2nd, let's
strip @TheDemocrats of being able to do this going forward. Problem solved...",1,0
340,791,KimVarghese,2019-08-20 14:13:00,"""Today's Code Red Drill has Concluded"" ... how comforting :( #EnoughIsEnough",1,0
301,752,its_briannahyo,2019-07-30 16:42:00,"I’m tired of school, shoot me pls",1,0
143,149,lizbeth1132,2018-03-14 21:51:00,yes i did go to the gym and yes i ate at Jaliscos right after lol ITS NOT GONNA KILL ME,1,0
381,832,mscaptdanvers,2019-08-27 11:50:00,"@avngerfury Gamora was murdered by her abuser. it was so sad that scene yo, if she was gonna die she’s said she wanted it to be among her friends. we sad",1,0
841,35,WBAY,2018-01-21 08:19:54,TARGET 2 Consumer Alert: IRS warns about tax scams - via @tammyelliottTV2  https://t.co/b4wtvIy7zX,0,0
1124,80,beast94,2018-03-22 09:15:04,@iitsAD is taking over im telling u fr fr💯🎶🔥,0,0
1090,46,beast94,2018-04-26 20:22:23,Amen!🙏 #PacYouStillLiveOn  https://t.co/xDW2ikoA5O,0,0
666,4,ABQJournal,2017-12-24 12:04:45,Selfless angels among us light the way  https://t.co/2W1aRqfYMR  https://t.co/rXjwA9cQwc,0,0
1169,5,JRuiz2444,2018-04-01 01:32:08,@jeffrey_poe @jahernandez0218  https://t.co/BnTA5VawjO,0,0
594,72,MayraWestAf,2018-04-05 21:05:02,I get mad a lot lmaoooo,0,0
460,23,SchnaubertM,2018-03-18 05:16:38,@cs0058sc @qvalemangusta California leading the way to becoming America’s first shithole state,0,0
240,283,fatimamtz33,2018-06-08 19:35:00,@jimenezz_15 Pls don’t  you’ll regret it besides your hair is so pretty,1,0
152,163,BroadmoorSchool,2018-03-22 13:25:00,"Hey students! Want to kick-off Spring Recess with a bang? Come and join us at our
STEM Fair and give the Marshmallow Shooter Challenege a try. https://t.co/Vj7cpvE8ck",1,0
202,234,robbyrobtt,2018-05-16 23:58:00,Tuyu once raped me for 40 bucks for two burgers,1,1
973,41,Destiiny03,2018-04-24 06:46:34,"Although there may be dark clouds swirling around, you are onl... More for Leo  https://t.co/L4wFMW6XTz",0,0
171,191,cynthia8083,2018-04-13 20:36:00,So I’m about to get my first tattoo and I’m TERRIFIED,1,0
292,743,IkeBrownFAMU,2019-07-27 08:02:00,"@K_Teeney “Hope this indecent proposal make ya do something with me”
Boy he was wild. Was my favorite rapper until he raped.",1,0
708,46,ABQJournal,2017-12-20 20:46:21,$1.5B contract to clean up Los Alamos contamination awarded  https://t.co/p06xQQZCVT  https://t.co/eZ0jkIbEUL,0,0
556,34,MayraWestAf,2018-04-10 08:46:11,“Can’t wait until my son is older so he can knock his dad out” lmaoooooooo 😂😩😂😩😂,0,0
831,25,WBAY,2018-01-22 09:09:03,"WASHINGTON (AP) - Democrats aligning behind plan to temporarily fund the government and end shutdown, predict it will pass in the Senate.",0,0
182,207,DaddyRodge_,2018-04-21 10:21:00,"Man, I remember throwing some of the wildest parties in HS. Two of them I blacked
out and the other two got busted by the cops. All four times my mom came home within the
next couple days and laid down the law..",1,0
271,722,avtistrv,2019-07-18 19:44:00,i’m gonna shoot myself today is the day and i hate hwy 6,1,0
1251,0,AliyahRenee_,2018-06-07 10:22:56,I’m having so much fun furniture shopping,0,0
389,840,deedeekokontis,2019-08-28 09:45:00,Death penalty! https://t.co/ISwJKbLDnn,1,0
615,93,MayraWestAf,2018-04-04 10:43:14,My heart can’t take this damage,0,0
852,46,WBAY,2018-01-19 17:04:24,Anglers with shanties on Shawano Lake are urged to check their ice shanties after burglaries and vandalism:  https://t.co/xtsHIVtu6p,0,0
77,77,WGXAnews,2018-01-11 19:48:00,"Rosa Taylor Elementary holds meeting for parents after student brings loaded gun to
school https://t.co/vmQ9pwCECn",1,0
1178,5,yungmasedgod,2018-04-20 12:34:14,Now I want to do you  https://t.co/r98XCAagrh,0,0
92,92,PGDougSchneider,2018-01-18 13:10:00,"Green Bay's Jefferson Elementary School is on lockdown, @GBPolice say. They're
dealing with a suicidal person in th… https://t.co/j13zeYh4i7",1,0
993,61,Destiiny03,2018-04-18 19:30:27,@destiny4399 @FrankieRobledo 👀I wanna see,0,0
692,30,ABQJournal,2017-12-22 13:27:41,Edith trash station 'not going to happen'  https://t.co/JgeFA2I8ll  https://t.co/hBYW2v4SB5,0,0
314,765,Niothera,2019-08-13 20:02:00,"damn it feels so unsafe at the portables in my school, trigonometry teacher just told us to duck and get the hell out of the campus if a lockdown occurs",1,0
457,20,SchnaubertM,2018-03-18 05:18:39,@IWillRedPillU @qvalemangusta Fire all of them,0,0
189,217,T_Mulherin,2018-05-03 18:09:00,"Toronto is feeling the effects of the ""fake"" LeBron that rocked the Celtics in Game 6 of
the ECF in 2012. Dude is making everything at a shooting rate he rarely shows. Frustrating, ain't
it?",1,0
513,76,SchnaubertM,2018-03-16 04:06:25,@PhilMcCrackin44 He needs to be arrested,0,0
736,5,kbreed89,2018-01-08 19:25:39,"“Paul’s Case” by Willa Cather “He approached it tonight with the nerveless sense of defeat, the hopeless feeling of sinking back forever into ugliness and commonness that he had always had when he came home.” (96)",0,0
65,65,PennjrJr,2017-12-29 11:57:00,"They be like franko when you make it I want so and so but where were you when I was
shooting in the gym?",1,0
723,0,i_amunderrated,2017-12-27 08:52:09,soml 😫  https://t.co/uVtSknm6K3,0,0
804,13,ChipChilders33,2018-01-12 14:12:21,I wish that the liberals will put up with Trump peacefully for four years just like conservatives did with Obama’s but for 8 years,0,0
541,19,MayraWestAf,2018-04-10 22:36:56,I had a whole ass concert in my bathroom,0,0
184,210,MrBryantGuy,2018-04-23 15:06:00,"“I never fantasize 'bout murder 'cause I'm still sane But I can't seem to fight this urge to
make you feel pain I know that vengeance is the Lord's and it's not for me I know the
punishment for you is that you not with me”",1,0
748,17,kbreed89,2018-01-06 19:14:43,"“Bartleby, the Scrivener” by Herman Melville “Men have committed murder for jealousy’s sake, and anger’s sake, and hatred’s sake, and selfishness’ sake, and spiritual pride’s sake; but no man...ever committed a diabolical murder for sweet charity’s sake.” (45)",0,0
31,31,ABQJournal,2017-12-19 09:22:00,"Student in Hobbs High School shooting hoax may face charges
https://t.co/RxkrPiyRaG https://t.co/IK5YCXgbBI",1,0
1304,33,SOSA_CB_,2018-06-04 05:15:32,You are developing a soft spot for someone at work and it seem... More for Aquarius  https://t.co/3Oe8YoErrk,0,0
288,739,attackablee,2019-07-26 18:27:00,@Eclyypse weirdo you stalking me?,1,0
829,23,WBAY,2018-01-22 12:34:38,Hi Darla--thanks for the tip. Do you have any photos or video?  https://t.co/dmFIaQD6j9,0,0
1207,16,DaddyRodge_,2018-04-25 15:53:42,@EMoneyP1 That's my daily,0,0
885,79,WBAY,2018-01-17 19:32:13,Tonight on Action 2 News: Hear from the Calumet County District Attorney who requested a much higher bond for a Harrison man who ended up shooting his wife and then shooting himself.  https://t.co/CZuJHyh9xd,0,0
362,813,DelvonJohnson,2019-08-24 16:52:00,shit I hope so...he was the only one shooting 😂 https://t.co/emDmF4HzYg,1,0
258,709,BlackTexanJesus,2019-07-07 20:05:00,@Sommervillejr @Tatherley Imma have to ask you to respectfully delete this post. Or imma call the cops,1,0
471,34,SchnaubertM,2018-03-17 18:04:52,@DiamondandSilk Cockroach family,0,0
369,820,OfficialKidSyre,2019-08-25 19:14:00,@rifIez Shots fired at half of the us lmao,1,0
524,2,MayraWestAf,2018-04-12 15:24:00,Hmmmmm,0,0
624,102,MayraWestAf,2018-04-03 22:52:19,Omg I’m finding so many cute clothes in my own closet that I didn’t know I owned 😩,0,0
1175,2,yungmasedgod,2018-04-20 14:06:03,"@lip_lip57 judaism, islam, and christianity are literally the same abrahamic religion, just their personal deities were born at different times, or not born yet at all. it’s so fucking stupid to hate muslims if you’re christian because they believe the exact same shit that christians do",0,0
124,124,PennjrJr,2018-02-05 10:45:00,Timo murder that 100 shot remix,1,0
637,115,MayraWestAf,2018-04-02 12:18:16,I have to pay my car... yuck 🙄,0,0
71,71,kbreed89,2018-01-06 20:14:00,"“Bartleby, the Scrivener” by Herman Melville “Men have committed murder for
jealousy’s sake, and anger’s sake, and… https://t.co/kDHitOER6g",1,0
1013,1,KaylaAnaleigh,2018-02-12 12:58:53,🙌🏽🙌🏽  https://t.co/IT2QYVPRRx,0,0
952,20,Destiiny03,2018-04-28 08:12:27,@destiny4399 I love youuuuu more!!!💓,0,0
664,2,ABQJournal,2017-12-24 13:15:32,Happy holiday for Lobos after victory over Prairie View A&amp;M  https://t.co/0nJIVkowo7  https://t.co/myRAF4kuoN,0,0
174,196,JPrincePhysed,2018-04-14 21:07:00,"@RArmstrongPE @JoeMcCarthy09 @MrRoosPE @SchleiderJustin @MikeMorrisPE
@minnesotalynx That’s awesome Joe! I’m down for that shooting challenge.",1,0
72,72,HobbsPolice,2018-01-08 15:56:00,"MEDIA RELEASE January 8, 2018 *****Update to Shooting on December 27, 2017******
On January 7, 2018 Detectives... https://t.co/XiY41888BO",1,0
1243,2,antiquetrucker,2018-05-30 09:21:23,$TWX $T  https://t.co/31IJCdUhVE  https://t.co/LxilpvGtRk,0,0
595,73,MayraWestAf,2018-04-05 21:02:59,I don’t wanna know if you’re playing me keep it on the low,0,0
1127,83,beast94,2018-03-19 20:20:24,Happy birthday @deediera 🎊🎉,0,0
363,814,Down_Air,2019-08-24 18:13:00,If I see the same brawlhalla ad again I’m actually going to kill myself,1,0
503,66,SchnaubertM,2018-03-16 04:23:49,@TT45Pac She also has diarrhea of the mouth,0,0
177,201,yungmasedgod,2018-04-16 20:41:00,if philly keeps shooting these dumbass 3’s i’m gonna pull the hair out of my head,1,0
1074,30,beast94,2018-05-05 22:41:19,@ImTwayne You do have a point but if he wins this year then I’ll give him the credit till then we gotta see wassup💯,0,0
585,63,MayraWestAf,2018-04-06 08:52:43,My shirt is on backwards so there’s that,0,0
367,818,jbluft,2019-08-25 02:47:00,What happened I blacked out ...,1,0
760,9,WGXAnews,2018-01-16 08:25:30,GA Attorney General: 3 arrested in 'horrific elder abuse scheme'  https://t.co/Ad0XrXDT8V,0,0
277,728,valkyries_queen,2019-07-22 07:04:00,@MCU_Direct If I see one more comment calling Valkyrie a lesbian I’m going to KILL ALL OF YOU. MY GIRL IS BISEXUAL AND IF YOU DONT SHUT UP RN,1,0
121,121,TheNewErikT93,2018-01-28 19:47:00,"@TrillestAC She's emotional cuz the song is about her being raped and her forgiving
her rapist. She can actually sing though",1,0
1242,1,antiquetrucker,2018-05-30 09:24:48,"If they didn't treat their customers like crap,  their stock might be worth something. Till they stop fraudulent auto deducts from your account, then argue about it for months, they'll continue to devalue.",0,0
